EmployeeNumber,Age,Gender,Department,JobRole,JobLevel,MonthlyIncome,PerformanceRating,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,Attrition,salary_percentile,role_avg_salary,diff_from_role_avg,pay_status,talent_value_flag,salary_quartile,salary_quartile_label,attrition_flag
613,31,Male,Sales,Manager,3,11557,4,5,4,2,No,No,1,17182,-5625,Underpaid,"Undervalued High Performer",1,"Bottom 25%",0
131,58,Male,Sales,"Sales Executive",4,13872,3,37,3,2,No,No,100,6924,6948,Overpaid,Normal,4,"Top 25%",0
746,47,Female,Sales,"Sales Executive",4,13770,3,22,3,2,Yes,No,99.7,6924,6846,Overpaid,Normal,4,"Top 25%",0
1167,42,Male,Sales,"Sales Executive",4,13758,3,21,1,2,Yes,Yes,99.4,6924,6834,Overpaid,Normal,4,"Top 25%",1
1372,55,Male,Sales,"Sales Executive",4,13695,3,19,3,2,Yes,Yes,99.1,6924,6771,Overpaid,Normal,4,"Top 25%",1
404,42,Female,Sales,"Sales Executive",4,13525,3,20,2,4,No,No,98.8,6924,6601,Overpaid,Normal,4,"Top 25%",0
1975,39,Male,Sales,"Sales Executive",4,13341,3,20,1,3,No,No,98.5,6924,6417,Overpaid,Normal,4,"Top 25%",0
1039,44,Female,Sales,"Sales Executive",4,13320,3,12,4,3,Yes,No,98.2,6924,6396,Overpaid,Normal,4,"Top 25%",0
1863,46,Female,Sales,"Sales Executive",4,13225,3,19,1,3,No,No,97.8,6924,6301,Overpaid,Normal,4,"Top 25%",0
532,56,Female,Sales,"Sales Executive",4,13212,3,7,1,2,No,No,97.5,6924,6288,Overpaid,Normal,4,"Top 25%",0
986,40,Female,Sales,"Sales Executive",4,13194,3,1,2,2,Yes,Yes,97.2,6924,6270,Overpaid,Normal,4,"Top 25%",1
1138,49,Male,Sales,"Sales Executive",4,13120,3,9,2,3,No,No,96.9,6924,6196,Overpaid,Normal,4,"Top 25%",0
1716,47,Male,Sales,"Sales Executive",4,12936,3,23,3,1,No,Yes,96.6,6924,6012,Overpaid,Normal,4,"Top 25%",1
2056,39,Female,Sales,"Sales Executive",4,12031,3,20,4,2,No,No,96.3,6924,5107,Overpaid,Normal,4,"Top 25%",0
897,53,Male,Sales,"Sales Executive",4,11836,3,2,4,3,No,No,96,6924,4912,Overpaid,Normal,4,"Top 25%",0
862,53,Female,Sales,"Sales Executive",3,10934,3,5,4,3,Yes,No,95.7,6924,4010,Overpaid,Normal,4,"Top 25%",0
615,40,Male,Sales,"Sales Executive",3,10932,3,1,1,3,No,No,95.4,6924,4008,Overpaid,Normal,4,"Top 25%",0
215,40,Male,Sales,"Sales Executive",3,10855,3,12,4,2,No,No,95.1,6924,3931,Overpaid,Normal,4,"Top 25%",0
2055,50,Male,Sales,"Sales Executive",3,10854,3,3,1,3,Yes,Yes,94.8,6924,3930,Overpaid,Normal,4,"Top 25%",1
1076,43,Male,Sales,"Sales Executive",3,10798,3,1,4,3,No,No,94.5,6924,3874,Overpaid,Normal,4,"Top 25%",0
1453,31,Male,Sales,"Sales Executive",3,10793,3,13,4,3,No,No,94.2,6924,3869,Overpaid,Normal,4,"Top 25%",0
864,45,Male,Sales,"Sales Executive",3,10761,3,5,1,3,Yes,No,93.8,6924,3837,Overpaid,Normal,4,"Top 25%",0
1070,54,Female,Sales,"Sales Executive",3,10686,3,9,3,3,No,No,93.5,6924,3762,Overpaid,Normal,4,"Top 25%",0
970,37,Male,Sales,"Sales Executive",3,10609,3,14,3,1,No,Yes,92.9,6924,3685,Overpaid,Normal,4,"Top 25%",1
307,38,Male,Sales,"Sales Executive",3,10609,3,16,3,2,No,No,92.9,6924,3685,Overpaid,Normal,4,"Top 25%",0
1391,51,Male,Sales,"Sales Executive",3,10596,3,4,2,3,No,No,92.6,6924,3672,Overpaid,Normal,4,"Top 25%",0
729,40,Male,Sales,"Sales Executive",3,10475,4,18,1,3,Yes,No,92.3,6924,3551,Overpaid,Normal,4,"Top 25%",0
244,46,Female,Sales,"Sales Executive",3,10453,4,24,1,3,No,No,92,6924,3529,Overpaid,Normal,4,"Top 25%",0
1968,53,Male,Sales,"Sales Executive",3,10448,3,2,1,2,Yes,Yes,91.7,6924,3524,Overpaid,Normal,4,"Top 25%",1
1815,41,Female,Sales,"Sales Executive",3,10447,3,22,3,4,Yes,No,91.4,6924,3523,Overpaid,Normal,4,"Top 25%",0
2016,32,Female,Sales,"Sales Executive",3,10422,3,14,4,3,No,No,91.1,6924,3498,Overpaid,Normal,4,"Top 25%",0
291,32,Male,Sales,"Sales Executive",3,10400,3,14,4,2,No,Yes,90.8,6924,3476,Overpaid,Normal,4,"Top 25%",1
1243,35,Female,Sales,"Sales Executive",3,10377,3,13,4,2,Yes,No,90.5,6924,3453,Overpaid,Normal,4,"Top 25%",0
1732,46,Male,Sales,"Sales Executive",3,10368,3,10,4,2,Yes,No,90.2,6924,3444,Overpaid,Normal,4,"Top 25%",0
967,36,Male,Sales,"Sales Executive",3,10325,3,16,4,3,Yes,Yes,89.8,6924,3401,Overpaid,Normal,4,"Top 25%",1
1639,35,Male,Sales,"Sales Executive",3,10306,3,13,1,3,No,Yes,89.5,6924,3382,Overpaid,Normal,4,"Top 25%",1
573,60,Female,Sales,"Sales Executive",3,10266,3,18,1,4,No,No,89.2,6924,3342,Overpaid,Normal,4,"Top 25%",0
106,55,Male,Sales,"Sales Executive",3,10239,3,1,4,3,No,No,88.9,6924,3315,Overpaid,Normal,4,"Top 25%",0
1293,43,Female,Sales,"Sales Executive",3,10231,3,21,4,4,No,No,88.6,6924,3307,Overpaid,Normal,4,"Top 25%",0
1457,46,Male,Sales,"Sales Executive",3,10096,3,7,4,4,No,Yes,88.3,6924,3172,Overpaid,Normal,4,"Top 25%",1
1395,33,Male,Sales,"Sales Executive",2,9998,3,5,4,4,No,No,88,6924,3074,Overpaid,Normal,4,"Top 25%",0
293,27,Female,Sales,"Sales Executive",2,9981,3,7,3,3,No,No,87.7,6924,3057,Overpaid,Normal,4,"Top 25%",0
592,36,Male,Sales,"Sales Executive",3,9980,3,10,4,2,No,No,87.4,6924,3056,Overpaid,Normal,4,"Top 25%",0
1582,38,Male,Sales,"Sales Executive",2,9924,3,9,2,3,No,No,87.1,6924,3000,Overpaid,Normal,4,"Top 25%",0
1862,32,Male,Sales,"Sales Executive",2,9907,3,2,2,2,Yes,Yes,86.8,6924,2983,Overpaid,Normal,4,"Top 25%",1
1950,34,Male,Sales,"Sales Executive",3,9888,4,14,4,2,No,No,86.5,6924,2964,Overpaid,Normal,4,"Top 25%",0
1933,28,Female,Sales,"Sales Executive",2,9854,3,2,3,3,Yes,Yes,86.2,6924,2930,Overpaid,Normal,4,"Top 25%",1
1324,31,Female,Sales,"Sales Executive",3,9852,3,10,3,2,Yes,No,85.8,6924,2928,Overpaid,Normal,4,"Top 25%",0
154,36,Female,Sales,"Sales Executive",3,9738,3,9,4,3,No,No,85.5,6924,2814,Overpaid,Normal,4,"Top 25%",0
1047,34,Male,Sales,"Sales Executive",2,9725,3,15,4,2,No,No,85.2,6924,2801,Overpaid,Normal,4,"Top 25%",0
1562,30,Male,Sales,"Sales Executive",2,9714,3,10,1,3,No,Yes,84.9,6924,2790,Overpaid,Normal,4,"Top 25%",1
1882,34,Male,Sales,"Sales Executive",3,9713,3,5,4,3,Yes,No,84.6,6924,2789,Overpaid,Normal,4,"Top 25%",0
954,40,Male,Sales,"Sales Executive",3,9705,3,1,2,2,No,No,84.3,6924,2781,Overpaid,Normal,4,"Top 25%",0
481,36,Male,Sales,"Sales Executive",3,9699,3,13,4,3,No,No,84,6924,2775,Overpaid,Normal,4,"Top 25%",0
1833,31,Female,Sales,"Sales Executive",3,9637,3,3,1,3,No,No,83.7,6924,2713,Overpaid,Normal,4,"Top 25%",0
118,46,Male,Sales,"Sales Executive",3,9619,3,9,4,3,No,Yes,83.4,6924,2695,Overpaid,Normal,4,"Top 25%",1
1739,32,Male,Sales,"Sales Executive",3,9610,3,4,3,1,No,No,83.1,6924,2686,Overpaid,Normal,4,"Top 25%",0
656,37,Male,Sales,"Sales Executive",2,9602,3,3,3,2,Yes,No,82.8,6924,2678,Overpaid,Normal,4,"Top 25%",0
1100,35,Male,Sales,"Sales Executive",3,9582,4,8,1,3,Yes,Yes,82.5,6924,2658,Overpaid,Normal,4,"Top 25%",1
1700,37,Male,Sales,"Sales Executive",2,9525,3,6,4,2,No,No,82.2,6924,2601,Overpaid,Normal,4,"Top 25%",0
228,30,Female,Sales,"Sales Executive",3,9419,3,10,4,3,No,No,81.8,6924,2495,Overpaid,Normal,4,"Top 25%",0
488,41,Male,Sales,"Sales Executive",2,9355,3,8,2,3,No,Yes,81.5,6924,2431,Overpaid,Normal,4,"Top 25%",1
1425,36,Female,Sales,"Sales Executive",2,9278,3,5,2,3,Yes,No,81.2,6924,2354,Overpaid,Normal,4,"Top 25%",0
1568,30,Male,Sales,"Sales Executive",3,9250,3,4,2,3,No,No,80.9,6924,2326,Overpaid,Normal,4,"Top 25%",0
1708,41,Male,Sales,"Sales Executive",3,9241,3,10,3,3,No,No,80.6,6924,2317,Overpaid,Normal,4,"Top 25%",0
174,50,Female,Sales,"Sales Executive",3,9208,3,2,4,3,No,No,80.3,6924,2284,Overpaid,Normal,4,"Top 25%",0
1446,32,Male,Sales,"Sales Executive",2,9204,3,4,4,2,No,No,80,6924,2280,Overpaid,Normal,4,"Top 25%",0
1318,40,Male,Sales,"Sales Executive",3,9094,3,5,2,3,Yes,Yes,79.7,6924,2170,Overpaid,Normal,4,"Top 25%",1
580,46,Female,Sales,"Sales Executive",3,9071,3,3,4,3,Yes,No,79.4,6924,2147,Overpaid,Normal,4,"Top 25%",0
74,35,Male,Sales,"Sales Executive",3,9069,4,9,1,2,No,No,79.1,6924,2145,Overpaid,Normal,4,"Top 25%",0
207,32,Female,Sales,"Sales Executive",3,8998,3,9,4,3,No,No,78.8,6924,2074,Overpaid,Normal,4,"Top 25%",0
1218,35,Male,Sales,"Sales Executive",2,8966,3,7,1,3,Yes,No,78.5,6924,2042,Overpaid,Normal,4,"Top 25%",0
2037,41,Male,Sales,"Sales Executive",2,8938,3,5,2,3,No,No,78.2,6924,2014,Overpaid,Normal,4,"Top 25%",0
302,45,Female,Sales,"Sales Executive",3,8865,3,19,4,3,No,No,77.8,6924,1941,Overpaid,Normal,4,"Top 25%",0
626,37,Male,Sales,"Sales Executive",3,8834,3,9,2,3,No,No,77.5,6924,1910,Overpaid,Normal,4,"Top 25%",0
314,35,Female,Sales,"Sales Executive",3,8789,3,10,3,4,No,No,77.2,6924,1865,Overpaid,Normal,4,"Top 25%",0
1119,38,Male,Sales,"Sales Executive",3,8740,3,8,3,3,Yes,No,76.9,6924,1816,Overpaid,Normal,4,"Top 25%",0
56,27,Male,Sales,"Sales Executive",3,8726,3,9,3,3,No,No,76.6,6924,1802,Overpaid,Normal,4,"Top 25%",0
230,38,Female,Sales,"Sales Executive",2,8686,4,8,4,4,No,No,76.3,6924,1762,Overpaid,Normal,4,"Top 25%",0
183,25,Male,Sales,"Sales Executive",2,8639,3,2,3,3,No,No,76,6924,1715,Overpaid,Normal,4,"Top 25%",0
1951,34,Male,Sales,"Sales Executive",3,8628,3,8,3,2,No,No,75.7,6924,1704,Overpaid,Normal,4,"Top 25%",0
1497,29,Male,Sales,"Sales Executive",2,8620,3,10,3,3,No,No,75.4,6924,1696,Overpaid,Normal,4,"Top 25%",0
1758,33,Female,Sales,"Sales Executive",3,8564,4,0,1,2,Yes,Yes,75.1,6924,1640,Overpaid,Normal,3,"Upper Mid 25%",1
1469,28,Male,Sales,"Sales Executive",2,8463,3,5,1,3,No,No,74.8,6924,1539,Overpaid,Normal,3,"Upper Mid 25%",0
1319,52,Male,Sales,"Sales Executive",3,8446,3,8,2,2,Yes,Yes,74.5,6924,1522,Overpaid,Normal,3,"Upper Mid 25%",1
567,30,Female,Sales,"Sales Executive",3,8412,3,9,1,3,No,No,74.2,6924,1488,Overpaid,Normal,3,"Upper Mid 25%",0
1066,40,Male,Sales,"Sales Executive",2,8396,3,7,1,2,No,No,73.8,6924,1472,Overpaid,Normal,3,"Upper Mid 25%",0
534,41,Male,Sales,"Sales Executive",3,8392,3,10,1,3,No,No,73.5,6924,1468,Overpaid,Normal,3,"Upper Mid 25%",0
682,53,Female,Sales,"Sales Executive",2,8381,4,14,1,4,No,No,73.2,6924,1457,Overpaid,Normal,3,"Upper Mid 25%",0
1268,33,Male,Sales,"Sales Executive",3,8380,3,9,3,3,Yes,No,72.9,6924,1456,Overpaid,Normal,3,"Upper Mid 25%",0
1749,31,Male,Sales,"Sales Executive",2,8346,3,5,3,3,No,No,72.6,6924,1422,Overpaid,Normal,3,"Upper Mid 25%",0
463,29,Female,Sales,"Sales Executive",2,8268,3,7,2,3,Yes,No,72.3,6924,1344,Fair,Normal,3,"Upper Mid 25%",0
1588,39,Male,Sales,"Sales Executive",3,8237,3,7,3,3,No,No,72,6924,1313,Fair,Normal,3,"Upper Mid 25%",0
1157,33,Female,Sales,"Sales Executive",2,8224,3,5,1,3,Yes,Yes,71.7,6924,1300,Fair,Normal,3,"Upper Mid 25%",1
176,41,Male,Sales,"Sales Executive",3,8189,3,9,3,3,Yes,No,71.4,6924,1265,Fair,Normal,3,"Upper Mid 25%",0
1761,31,Male,Sales,"Sales Executive",3,8161,3,1,3,3,No,Yes,71.1,6924,1237,Fair,Normal,3,"Upper Mid 25%",1
712,48,Male,Sales,"Sales Executive",2,8120,3,2,2,3,No,No,70.8,6924,1196,Fair,Normal,3,"Upper Mid 25%",0
1915,34,Female,Sales,"Sales Executive",2,8103,3,4,4,2,Yes,No,70.5,6924,1179,Fair,Normal,3,"Upper Mid 25%",0
406,35,Male,Sales,"Sales Executive",3,8020,3,11,2,2,No,No,70.2,6924,1096,Fair,Normal,3,"Upper Mid 25%",0
1801,46,Male,Sales,"Sales Executive",2,7991,3,2,2,3,No,No,69.8,6924,1067,Fair,Normal,3,"Upper Mid 25%",0
312,29,Female,Sales,"Sales Executive",3,7918,3,11,4,3,No,No,69.5,6924,994,Fair,Normal,3,"Upper Mid 25%",0
985,39,Male,Sales,"Sales Executive",3,7880,3,8,3,3,No,No,69.2,6924,956,Fair,Normal,3,"Upper Mid 25%",0
1706,43,Male,Sales,"Sales Executive",2,7847,3,10,4,3,Yes,No,68.9,6924,923,Fair,Normal,3,"Upper Mid 25%",0
984,35,Male,Sales,"Sales Executive",3,7823,3,10,4,3,No,No,68.6,6924,899,Fair,Normal,3,"Upper Mid 25%",0
840,49,Female,Sales,"Sales Executive",3,7654,3,9,4,4,No,Yes,68.3,6924,730,Fair,Normal,3,"Upper Mid 25%",1
2024,36,Female,Sales,"Sales Executive",3,7644,3,9,4,3,No,No,68,6924,720,Fair,Normal,3,"Upper Mid 25%",0
904,37,Male,Sales,"Sales Executive",3,7642,3,10,2,3,Yes,No,67.7,6924,718,Fair,Normal,3,"Upper Mid 25%",0
283,29,Female,Sales,"Sales Executive",3,7639,4,10,4,2,No,Yes,67.4,6924,715,Fair,Normal,3,"Upper Mid 25%",1
81,59,Female,Sales,"Sales Executive",3,7637,3,21,1,2,No,No,67.1,6924,713,Fair,Normal,3,"Upper Mid 25%",0
513,36,Male,Sales,"Sales Executive",3,7596,3,10,3,3,No,No,66.8,6924,672,Fair,Normal,3,"Upper Mid 25%",0
789,36,Male,Sales,"Sales Executive",3,7587,3,10,1,3,No,No,66.5,6924,663,Fair,Normal,3,"Upper Mid 25%",0
438,31,Male,Sales,"Sales Executive",2,7547,3,7,4,3,No,No,66.2,6924,623,Fair,Normal,3,"Upper Mid 25%",0
1050,53,Female,Sales,"Sales Executive",3,7525,3,15,2,3,No,No,65.8,6924,601,Fair,Normal,3,"Upper Mid 25%",0
453,40,Male,Sales,"Sales Executive",2,7457,4,4,4,2,Yes,No,65.5,6924,533,Fair,Normal,3,"Upper Mid 25%",0
152,37,Male,Sales,"Sales Executive",3,7428,3,5,4,3,No,No,65.2,6924,504,Fair,Normal,3,"Upper Mid 25%",0
1125,38,Male,Sales,"Sales Executive",3,7351,3,1,2,3,No,No,64.9,6924,427,Fair,Normal,3,"Upper Mid 25%",0
1165,29,Female,Sales,"Sales Executive",3,7336,3,11,1,1,No,Yes,64.6,6924,412,Fair,Normal,3,"Upper Mid 25%",1
1869,46,Female,Sales,"Sales Executive",3,7314,4,8,2,3,No,Yes,64.3,6924,390,Fair,Normal,3,"Upper Mid 25%",1
204,35,Male,Sales,"Sales Executive",3,7295,3,10,2,3,No,No,64,6924,371,Fair,Normal,3,"Upper Mid 25%",0
982,30,Male,Sales,"Sales Executive",3,7264,3,8,3,4,No,No,63.7,6924,340,Fair,Normal,3,"Upper Mid 25%",0
1754,30,Male,Sales,"Sales Executive",3,7140,3,7,1,3,No,No,63.4,6924,216,Fair,Normal,3,"Upper Mid 25%",0
677,33,Male,Sales,"Sales Executive",2,7104,3,5,3,3,No,No,63.1,6924,180,Fair,Normal,3,"Upper Mid 25%",0
1535,34,Male,Sales,"Sales Executive",3,7083,3,10,3,3,Yes,No,62.8,6924,159,Fair,Normal,3,"Upper Mid 25%",0
1678,41,Male,Sales,"Sales Executive",3,7082,3,2,3,3,Yes,No,62.5,6924,158,Fair,Normal,3,"Upper Mid 25%",0
947,31,Female,Sales,"Sales Executive",2,6932,3,9,3,2,No,No,62.2,6924,8,Fair,Normal,3,"Upper Mid 25%",0
349,29,Male,Sales,"Sales Executive",2,6931,3,3,4,3,No,No,61.8,6924,7,Fair,Normal,3,"Upper Mid 25%",0
416,31,Male,Sales,"Sales Executive",2,6929,3,8,4,2,No,No,61.5,6924,5,Fair,Normal,3,"Upper Mid 25%",0
1355,38,Female,Sales,"Sales Executive",2,6893,3,7,1,3,No,No,61.2,6924,-31,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1036,38,Male,Sales,"Sales Executive",2,6861,3,1,4,3,Yes,No,60.9,6924,-63,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1239,40,Female,Sales,"Sales Executive",2,6852,3,5,2,4,No,No,60.6,6924,-72,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1927,28,Male,Sales,"Sales Executive",2,6834,3,7,4,3,Yes,No,60.3,6924,-90,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
35,42,Male,Sales,"Sales Executive",2,6825,3,9,2,3,No,No,60,6924,-99,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1585,36,Female,Sales,"Sales Executive",2,6815,3,1,3,3,No,No,59.7,6924,-109,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
754,43,Male,Sales,"Sales Executive",2,6804,3,2,4,3,No,No,59.4,6924,-120,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1823,34,Male,Sales,"Sales Executive",2,6799,4,10,3,3,No,No,59.1,6924,-125,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
723,50,Male,Sales,"Sales Executive",2,6796,3,4,3,3,Yes,Yes,58.8,6924,-128,Fair,"Undervalued High Performer",3,"Upper Mid 25%",1
1734,32,Male,Sales,"Sales Executive",2,6735,3,0,2,3,No,Yes,58.5,6924,-189,Fair,"Undervalued High Performer",3,"Upper Mid 25%",1
2044,50,Male,Sales,"Sales Executive",2,6728,3,6,3,3,No,Yes,58.2,6924,-196,Fair,"Undervalued High Performer",3,"Upper Mid 25%",1
2035,34,Female,Sales,"Sales Executive",2,6712,4,8,3,3,No,No,57.8,6924,-212,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
299,30,Female,Sales,"Sales Executive",2,6696,3,6,1,2,No,Yes,57.5,6924,-228,Fair,"Undervalued High Performer",3,"Upper Mid 25%",1
1105,37,Female,Sales,"Sales Executive",2,6694,3,1,4,3,Yes,No,57.2,6924,-230,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
479,36,Female,Sales,"Sales Executive",2,6653,3,1,4,3,No,No,56.9,6924,-271,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
2045,36,Female,Sales,"Sales Executive",2,6652,3,6,4,2,No,No,56.6,6924,-272,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
366,29,Male,Sales,"Sales Executive",2,6644,3,0,2,3,No,No,56.3,6924,-280,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1912,31,Female,Sales,"Sales Executive",2,6583,3,5,4,3,Yes,No,56,6924,-341,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
604,31,Male,Sales,"Sales Executive",2,6582,3,6,4,4,Yes,No,55.7,6924,-342,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1179,30,Male,Sales,"Sales Executive",2,6578,3,10,3,3,No,No,55.4,6924,-346,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
533,30,Female,Sales,"Sales Executive",2,6577,3,5,3,3,No,No,55.1,6924,-347,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
523,34,Female,Sales,"Sales Executive",2,6538,3,3,3,3,No,No,54.8,6924,-386,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
889,32,Male,Sales,"Sales Executive",2,6524,3,10,2,3,No,No,54.5,6924,-400,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
378,37,Male,Sales,"Sales Executive",2,6502,3,5,4,4,No,No,54.2,6924,-422,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
808,34,Female,Sales,"Sales Executive",2,6500,3,3,1,3,No,No,53.5,6924,-424,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1898,27,Female,Sales,"Sales Executive",2,6500,3,8,3,2,No,No,53.5,6924,-424,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1557,48,Female,Sales,"Sales Executive",2,6439,3,8,3,3,No,No,53.2,6924,-485,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
785,47,Female,Sales,"Sales Executive",2,6397,3,5,3,3,Yes,Yes,52.9,6924,-527,Fair,"Undervalued High Performer",3,"Upper Mid 25%",1
1560,33,Male,Sales,"Sales Executive",2,6392,3,2,1,1,No,No,52.6,6924,-532,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
492,40,Male,Sales,"Sales Executive",2,6380,3,6,3,3,Yes,Yes,52.3,6924,-544,Fair,"Undervalued High Performer",3,"Upper Mid 25%",1
449,27,Male,Sales,"Sales Executive",2,6349,3,5,2,3,Yes,No,52,6924,-575,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1040,50,Female,Sales,"Sales Executive",2,6347,3,18,3,3,No,No,51.7,6924,-577,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
868,37,Male,Sales,"Sales Executive",2,6334,3,1,3,3,No,No,51.4,6924,-590,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
786,34,Male,Sales,"Sales Executive",2,6274,4,6,4,3,No,No,51.1,6924,-650,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
641,26,Male,Sales,"Sales Executive",2,6272,4,5,2,4,No,No,50.8,6924,-652,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
936,42,Female,Sales,"Sales Executive",2,6244,3,5,3,3,No,No,50.5,6924,-680,Fair,"Undervalued High Performer",3,"Upper Mid 25%",0
1399,25,Male,Sales,"Sales Executive",2,6232,3,3,3,2,No,No,50.2,6924,-692,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
599,41,Male,Sales,"Sales Executive",2,6230,3,14,4,3,No,No,49.8,6924,-694,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
458,27,Female,Sales,"Sales Executive",2,6214,3,8,2,3,No,No,49.5,6924,-710,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1304,32,Male,Sales,"Sales Executive",2,6209,3,10,4,4,No,No,49.2,6924,-715,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
857,36,Male,Sales,"Sales Executive",2,6201,3,18,4,2,Yes,No,48.9,6924,-723,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
781,25,Female,Sales,"Sales Executive",2,6180,4,6,4,2,No,No,48.6,6924,-744,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
163,31,Male,Sales,"Sales Executive",2,6172,3,7,3,2,Yes,Yes,48.3,6924,-752,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
1329,41,Male,Sales,"Sales Executive",2,6151,3,19,2,3,No,No,48,6924,-773,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
160,33,Male,Sales,"Sales Executive",2,6146,3,7,2,4,No,No,47.7,6924,-778,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1733,36,Male,Sales,"Sales Executive",2,6134,3,2,1,3,Yes,Yes,47.4,6924,-790,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
1356,34,Female,Sales,"Sales Executive",2,6125,3,10,1,4,No,No,47.1,6924,-799,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1390,39,Male,Sales,"Sales Executive",2,6120,3,5,4,4,Yes,No,46.8,6924,-804,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
456,30,Female,Sales,"Sales Executive",2,6118,3,10,3,3,No,No,46.5,6924,-806,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1779,34,Female,Sales,"Sales Executive",2,6029,3,2,4,3,No,No,46.2,6924,-895,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1,41,Female,Sales,"Sales Executive",2,5993,3,6,4,1,Yes,Yes,45.8,6924,-931,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
303,54,Female,Sales,"Sales Executive",2,5940,3,6,1,3,No,No,45.5,6924,-984,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
182,39,Female,Sales,"Sales Executive",2,5902,3,15,3,4,No,No,45.2,6924,-1022,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1650,29,Male,Sales,"Sales Executive",2,5869,3,5,3,3,No,No,44.9,6924,-1055,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
401,26,Male,Sales,"Sales Executive",2,5828,3,8,4,3,Yes,Yes,44.6,6924,-1096,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
1797,35,Male,Sales,"Sales Executive",2,5813,3,10,4,3,Yes,Yes,44.3,6924,-1111,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
62,46,Male,Sales,"Sales Executive",2,5772,4,9,4,3,Yes,No,44,6924,-1152,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1403,27,Female,Sales,"Sales Executive",2,5769,3,6,4,3,Yes,No,43.7,6924,-1155,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1487,29,Female,Sales,"Sales Executive",2,5765,3,5,2,1,No,Yes,43.4,6924,-1159,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
142,25,Male,Sales,"Sales Executive",2,5744,3,6,3,3,Yes,Yes,43.1,6924,-1180,Fair,"Undervalued High Performer",2,"Lower Mid 25%",1
1929,39,Female,Sales,"Sales Executive",2,5736,3,3,3,3,No,No,42.8,6924,-1188,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
516,40,Female,Sales,"Sales Executive",2,5715,3,5,2,3,No,No,42.5,6924,-1209,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1163,34,Female,Sales,"Sales Executive",2,5714,4,6,3,2,No,No,42.2,6924,-1210,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1986,40,Female,Sales,"Sales Executive",2,5677,3,11,2,3,No,No,41.8,6924,-1247,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
1849,43,Male,Sales,"Sales Executive",2,5675,4,7,4,3,No,No,41.5,6924,-1249,Fair,"Undervalued High Performer",2,"Lower Mid 25%",0
